1,0.90684,0.89589,0.91504,0.86388,0.91136,0.94805
2,0.47833,0.48195,0.47793,0.47599,0.47872,0.47707
3,0.47304,0.47819,0.47229,0.47033,0.4732,0.47121
4,0.46536,0.47299,0.46398,0.46224,0.46502,0.46254
5,0.45394,0.46577,0.45154,0.45043,0.45259,0.44939
6,0.43737,0.45611,0.43346,0.43347,0.43406,0.42976
7,0.41645,0.44525,0.41123,0.41145,0.4101,0.40421
8,0.39826,0.43697,0.39431,0.38888,0.38912,0.382
9,0.38861,0.42978,0.39048,0.37029,0.3792,0.37328
10,0.38201,0.41731,0.39253,0.35323,0.37563,0.37133
11,0.37445,0.40232,0.39445,0.3344,0.37285,0.36822
12,0.3651,0.38737,0.39552,0.31113,0.36906,0.3624
13,0.35359,0.37223,0.39571,0.28225,0.364,0.35377
14,0.33988,0.35569,0.39462,0.24901,0.35769,0.34238
15,0.32438,0.33646,0.39145,0.215,0.3504,0.3286
16,0.30782,0.31378,0.38519,0.18437,0.34257,0.3132
17,0.29079,0.28774,0.37524,0.15948,0.33449,0.29702
18,0.27353,0.25916,0.36165,0.14051,0.32593,0.28038
19,0.25601,0.22933,0.34496,0.12648,0.31625,0.26303
20,0.23829,0.19974,0.32594,0.11607,0.30488,0.24484
21,0.22061,0.17191,0.30539,0.10809,0.29155,0.2261
22,0.20328,0.14706,0.28399,0.10155,0.27638,0.20744
23,0.1866,0.12582,0.26223,0.095716,0.2598,0.18944
24,0.17071,0.10823,0.24045,0.090097,0.24236,0.17243
25,0.15567,0.093895,0.21894,0.0844,0.2246,0.15652
26,0.1415,0.082239,0.19799,0.078513,0.20701,0.14173
27,0.12822,0.072702,0.17797,0.072461,0.18993,0.12805
28,0.11591,0.064806,0.15927,0.066374,0.17364,0.11548
29,0.10463,0.058184,0.14218,0.060432,0.15832,0.10403
30,0.094406,0.052566,0.12686,0.054812,0.1441,0.093692
31,0.085245,0.047755,0.11333,0.049642,0.13106,0.084441
32,0.077107,0.043607,0.10151,0.044989,0.1192,0.076223
33,0.069921,0.040009,0.09125,0.040863,0.10852,0.068965
34,0.063601,0.036874,0.082362,0.03724,0.098951,0.062579
35,0.058053,0.034127,0.074667,0.034072,0.090426,0.056972
36,0.053182,0.031711,0.067994,0.031306,0.082849,0.052052
37,0.048902,0.029575,0.062192,0.028888,0.076123,0.047731
38,0.045131,0.027677,0.057128,0.026767,0.070152,0.043932
39,0.041801,0.025984,0.052691,0.024902,0.064847,0.040582
40,0.03885,0.024466,0.048785,0.023252,0.060126,0.037619
41,0.036225,0.0231,0.045333,0.021787,0.055914,0.034991
42,0.033882,0.021866,0.042267,0.020481,0.052147,0.032652
43,0.031784,0.020746,0.039532,0.019309,0.048769,0.030561
44,0.029896,0.019726,0.037083,0.018255,0.045731,0.028687
45,0.028193,0.018795,0.034881,0.017301,0.042991,0.027
46,0.026651,0.017941,0.032893,0.016436,0.040511,0.025476
47,0.02525,0.017157,0.031092,0.015647,0.03826,0.024095
48,0.023973,0.016433,0.029454,0.014926,0.036212,0.02284
49,0.022805,0.015765,0.02796,0.014264,0.034342,0.021695
50,0.021734,0.015145,0.026593,0.013655,0.032631,0.020647
51,0.020749,0.014569,0.025339,0.013093,0.031061,0.019686
52,0.019842,0.014033,0.024185,0.012572,0.029616,0.018801
53,0.019002,0.013533,0.023119,0.01209,0.028284,0.017985
54,0.018225,0.013066,0.022134,0.01164,0.027052,0.01723
55,0.017502,0.012628,0.021221,0.011221,0.025911,0.016531
56,0.01683,0.012217,0.020372,0.01083,0.024852,0.01588
57,0.016203,0.011831,0.019581,0.010464,0.023866,0.015275
58,0.015618,0.011467,0.018844,0.01012,0.022948,0.01471
59,0.015069,0.011124,0.018154,0.0097968,0.02209,0.014182
60,0.014555,0.010799,0.017508,0.0094927,0.021287,0.013688
61,0.014072,0.010493,0.016902,0.0092059,0.020535,0.013223
62,0.013617,0.010202,0.016333,0.0089351,0.019828,0.012787
63,0.013189,0.009927,0.015797,0.008679,0.019164,0.012377
64,0.012784,0.0096655,0.015292,0.0084365,0.018539,0.011989
65,0.012402,0.0094168,0.014815,0.0082065,0.017949,0.011624
66,0.012041,0.0091801,0.014364,0.0079882,0.017393,0.011278
67,0.011698,0.0089545,0.013937,0.0077806,0.016866,0.010951
68,0.011373,0.0087394,0.013533,0.007583,0.016368,0.01064
69,0.011064,0.0085339,0.013149,0.0073947,0.015895,0.010346
70,0.01077,0.0083376,0.012784,0.0072152,0.015447,0.010066
71,0.01049,0.0081497,0.012438,0.0070438,0.015021,0.0097995
72,0.010224,0.0079699,0.012108,0.0068799,0.014616,0.0095458
73,0.0099697,0.0077975,0.011794,0.0067232,0.01423,0.009304
74,0.009727,0.0076322,0.011494,0.0065732,0.013863,0.0090732
75,0.009495,0.0074735,0.011207,0.0064294,0.013512,0.0088527
76,0.0092731,0.007321,0.010934,0.0062916,0.013178,0.0086419
77,0.0090607,0.0071745,0.010672,0.0061592,0.012858,0.0084402
78,0.0088571,0.0070335,0.010421,0.0060321,0.012552,0.0082469
79,0.0086618,0.0068977,0.010181,0.0059099,0.012259,0.0080617
80,0.0084745,0.006767,0.0099511,0.0057924,0.011978,0.007884
81,0.0082945,0.0066409,0.0097303,0.0056793,0.011709,0.0077134
82,0.0081216,0.0065193,0.0095182,0.0055703,0.011451,0.0075495
83,0.0079552,0.006402,0.0093144,0.0054653,0.011203,0.0073919
84,0.0077952,0.0062886,0.0091185,0.005364,0.010964,0.0072402
85,0.007641,0.0061791,0.00893,0.0052662,0.010735,0.0070943
86,0.0074924,0.0060733,0.0087485,0.0051718,0.010515,0.0069536
87,0.0073492,0.0059708,0.0085736,0.0050806,0.010303,0.006818
88,0.007211,0.0058717,0.0084051,0.0049925,0.010098,0.0066873
89,0.0070775,0.0057758,0.0082425,0.0049072,0.0099011,0.0065611
90,0.0069487,0.0056828,0.0080856,0.0048247,0.009711,0.0064392
91,0.0068241,0.0055927,0.0079341,0.0047449,0.0095275,0.0063214
92,0.0067037,0.0055053,0.0077877,0.0046675,0.0093503,0.0062076
93,0.0065872,0.0054205,0.0076462,0.0045925,0.0091792,0.0060975
94,0.0064744,0.0053382,0.0075094,0.0045199,0.0090137,0.005991
95,0.0063652,0.0052583,0.007377,0.0044494,0.0088537,0.0058878
96,0.0062595,0.0051808,0.0072488,0.004381,0.0086989,0.0057879
97,0.0061569,0.0051054,0.0071247,0.0043146,0.008549,0.0056911
98,0.0060575,0.0050321,0.0070044,0.0042501,0.0084039,0.0055972
99,0.0059611,0.0049608,0.0068878,0.0041874,0.0082633,0.0055062
100,0.0058675,0.0048914,0.0067747,0.0041265,0.0081269,0.0054179
101,0.0057766,0.004824,0.006665,0.0040673,0.0079947,0.0053321
102,0.0056884,0.0047583,0.0065586,0.0040097,0.0078665,0.0052489
103,0.0056026,0.0046943,0.0064552,0.0039537,0.007742,0.005168
104,0.0055193,0.004632,0.0063548,0.0038992,0.0076211,0.0050894
105,0.0054383,0.0045712,0.0062573,0.0038461,0.0075038,0.005013
106,0.0053594,0.004512,0.0061625,0.0037943,0.0073897,0.0049387
107,0.0052827,0.0044543,0.0060703,0.003744,0.0072788,0.0048664
108,0.0052081,0.004398,0.0059806,0.0036948,0.007171,0.004796
109,0.0051354,0.0043431,0.0058933,0.003647,0.0070661,0.0047275
110,0.0050646,0.0042894,0.0058084,0.0036003,0.0069641,0.0046608
111,0.0049956,0.0042371,0.0057257,0.0035547,0.0068648,0.0045959
112,0.0049284,0.004186,0.0056452,0.0035103,0.0067681,0.0045326
113,0.0048629,0.004136,0.0055667,0.0034669,0.0066739,0.0044709
114,0.004799,0.0040873,0.0054902,0.0034246,0.0065821,0.0044107
115,0.0047366,0.0040396,0.0054157,0.0033832,0.0064927,0.004352
116,0.0046758,0.003993,0.005343,0.0033428,0.0064055,0.0042948
117,0.0046164,0.0039474,0.0052721,0.0033033,0.0063204,0.0042389
118,0.0045585,0.0039028,0.0052029,0.0032648,0.0062375,0.0041844
119,0.0045019,0.0038592,0.0051354,0.0032271,0.0061566,0.0041312
120,0.0044466,0.0038166,0.0050695,0.0031902,0.0060776,0.0040792
121,0.0043926,0.0037748,0.0050051,0.0031541,0.0060005,0.0040284
122,0.0043398,0.003734,0.0049422,0.0031188,0.0059252,0.0039788
123,0.0042882,0.003694,0.0048808,0.0030843,0.0058517,0.0039303
124,0.0042378,0.0036548,0.0048208,0.0030505,0.0057799,0.0038829
125,0.0041884,0.0036164,0.0047622,0.0030175,0.0057097,0.0038365
126,0.0041402,0.0035788,0.0047048,0.0029851,0.0056411,0.0037912
127,0.004093,0.0035419,0.0046488,0.0029533,0.005574,0.0037469
128,0.0040468,0.0035058,0.0045939,0.0029223,0.0055084,0.0037035
129,0.0040016,0.0034704,0.0045403,0.0028918,0.0054442,0.003661
130,0.0039573,0.0034357,0.0044878,0.002862,0.0053814,0.0036195
131,0.0039139,0.0034016,0.0044364,0.0028328,0.00532,0.0035788
132,0.0038715,0.0033682,0.0043861,0.0028041,0.0052599,0.003539
133,0.0038299,0.0033355,0.0043369,0.002776,0.005201,0.0034999
134,0.0037891,0.0033033,0.0042886,0.0027485,0.0051434,0.0034617
135,0.0037492,0.0032718,0.0042414,0.0027214,0.005087,0.0034243
136,0.00371,0.0032408,0.0041951,0.0026949,0.0050317,0.0033876
137,0.0036716,0.0032104,0.0041498,0.0026689,0.0049775,0.0033516
138,0.003634,0.0031805,0.0041054,0.0026434,0.0049244,0.0033163
139,0.0035971,0.0031512,0.0040618,0.0026183,0.0048724,0.0032818
140,0.0035609,0.0031224,0.0040191,0.0025937,0.0048214,0.0032479
141,0.0035254,0.0030942,0.0039772,0.0025696,0.0047714,0.0032146
142,0.0034906,0.0030664,0.0039361,0.0025458,0.0047224,0.003182
143,0.0034564,0.0030391,0.0038958,0.0025225,0.0046743,0.00315
144,0.0034228,0.0030122,0.0038563,0.0024997,0.0046272,0.0031186
145,0.0033898,0.0029859,0.0038175,0.0024772,0.0045809,0.0030878
146,0.0033575,0.0029599,0.0037795,0.0024551,0.0045355,0.0030575
147,0.0033257,0.0029344,0.0037421,0.0024334,0.0044909,0.0030278
148,0.0032945,0.0029094,0.0037054,0.002412,0.0044471,0.0029986
149,0.0032639,0.0028847,0.0036694,0.0023911,0.0044042,0.00297
150,0.0032338,0.0028605,0.0036341,0.0023704,0.004362,0.0029418
151,0.0032042,0.0028366,0.0035993,0.0023501,0.0043206,0.0029142
152,0.0031751,0.0028131,0.0035652,0.0023302,0.0042799,0.002887
153,0.0031465,0.00279,0.0035317,0.0023106,0.0042399,0.0028603
154,0.0031184,0.0027673,0.0034987,0.0022913,0.0042007,0.0028341
155,0.0030908,0.0027449,0.0034664,0.0022723,0.0041621,0.0028083
156,0.0030637,0.0027229,0.0034346,0.0022536,0.0041241,0.002783
157,0.0030369,0.0027012,0.0034033,0.0022352,0.0040869,0.0027581
158,0.0030107,0.0026799,0.0033726,0.0022171,0.0040502,0.0027336
159,0.0029849,0.0026589,0.0033423,0.0021993,0.0040142,0.0027095
160,0.0029594,0.0026382,0.0033126,0.0021818,0.0039788,0.0026858
161,0.0029344,0.0026178,0.0032834,0.0021645,0.003944,0.0026625
162,0.0029098,0.0025977,0.0032546,0.0021475,0.0039097,0.0026396
163,0.0028856,0.0025779,0.0032263,0.0021308,0.003876,0.002617
164,0.0028618,0.0025584,0.0031985,0.0021143,0.0038428,0.0025948
165,0.0028383,0.0025392,0.0031711,0.0020981,0.0038102,0.002573
166,0.0028152,0.0025203,0.0031442,0.0020821,0.0037781,0.0025515
167,0.0027925,0.0025016,0.0031176,0.0020663,0.0037465,0.0025303
168,0.0027701,0.0024832,0.0030915,0.0020508,0.0037154,0.0025095
169,0.002748,0.0024651,0.0030658,0.0020355,0.0036848,0.002489
170,0.0027263,0.0024473,0.0030405,0.0020204,0.0036546,0.0024688
171,0.0027049,0.0024296,0.0030156,0.0020056,0.003625,0.0024489
172,0.0026839,0.0024123,0.0029911,0.0019909,0.0035958,0.0024293
173,0.0026631,0.0023951,0.0029669,0.0019765,0.003567,0.00241
174,0.0026426,0.0023782,0.0029431,0.0019622,0.0035386,0.002391
175,0.0026225,0.0023616,0.0029197,0.0019482,0.0035107,0.0023723
176,0.0026026,0.0023451,0.0028966,0.0019343,0.0034832,0.0023539
177,0.002583,0.0023289,0.0028738,0.0019207,0.0034561,0.0023357
178,0.0025637,0.0023129,0.0028514,0.0019072,0.0034294,0.0023178
179,0.0025447,0.0022971,0.0028293,0.0018939,0.0034031,0.0023001
180,0.002526,0.0022816,0.0028075,0.0018808,0.0033772,0.0022827
181,0.0025075,0.0022662,0.002786,0.0018679,0.0033516,0.0022656
182,0.0024892,0.002251,0.0027649,0.0018551,0.0033264,0.0022487
183,0.0024712,0.002236,0.002744,0.0018426,0.0033016,0.002232
184,0.0024535,0.0022213,0.0027234,0.0018301,0.0032771,0.0022156
185,0.002436,0.0022067,0.0027031,0.0018179,0.0032529,0.0021994
186,0.0024187,0.0021923,0.0026831,0.0018058,0.0032291,0.0021834
